# NGC_0362
# velRMS (km/s)
7,49
8,25
8,16
7,96
7,7
7,46
7,74
7,65
7,87
7,87
7,22
8,04
7,65
7,28
7,49
6,73
7,28
7,05
7,45
7,58
6,31
6,99
7,31
6,95
6,34
6,74
6,57
6,7
6,99
6,79
6,03
6,89
6,3
5,92
4,84
5,11
4,16
3,52
3,71
3,29
0
